Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL,name_key,PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,DRAFT_TEAM,ORGANIZATION,pick_bin,era,years_pro,SALARY_USD,SALARY_SEASON_LABEL,VORP_per_1M,WS_per_1M
Chris Kaman,25.0,LAC,C,56.0,2083.0,17.5,3.6,0.083,0.4,3.2,0.3,-0.9,1.2,1.2,0.538,21.7,2008,2007-08,chris kaman,2549,Chris Kaman,2003,6,1,Los Angeles,Central Michigan,Picks 6-14,Pre-Analytics,5,8600000.0,2007-08,0.13953488372093023,0.4186046511627907
Mark Madsen,31.0,MIN,C,56.0,473.0,4.5,0.4,0.042,0.0,0.4,-5.7,-6.3,0.6,-0.4,0.547,7.5,2007,2006-07,mark madsen,2058,Mark Madsen,2000,29,1,Los Angeles,Stanford,Picks 15-30,Pre-Analytics,7,2210000.0,2006-07,-0.1809954751131222,0.1809954751131222
Chris Crawford,28.0,ATL,PF,56.0,1207.0,15.8,2.7,0.107,2.2,0.5,-1.5,0.5,-2.0,0.1,0.544,21.8,2004,2003-04,chris crawford,1544,Chris Crawford,1997,50,2,Atlanta,Marquette,Second Round,Pre-Analytics,7,3000000.0,2003-04,0.03333333333333333,0.9
Aaron Gray,24.0,CHI,C,56.0,715.0,11.5,1.3,0.086,0.5,0.8,-3.4,-3.2,-0.1,-0.2,0.508,14.5,2009,2008-09,aaron gray,201189,Aaron Gray,2007,49,2,Chicago,Pittsburgh,Second Round,Pre-Analytics,2,711517.0,2008-09,-0.28108955934995233,1.82708213577469
Kelly Oubre Jr.,24.0,PHO,SF,56.0,1933.0,14.9,3.8,0.093,1.7,2.1,-0.5,-0.3,-0.3,0.7,0.56,22.4,2020,2019-20,kelly oubre,1626162,Kelly Oubre Jr.,2015,15,1,Atlanta,Kansas,Picks 15-30,Post-Analytics,5,15625000.0,2019-20,0.0448,0.2432
DeAndre' Bembry,27.0,2TM,SF,56.0,1026.0,11.9,2.2,0.104,1.1,1.1,-0.7,-2.2,1.5,0.3,0.601,11.2,2022,2021-22,deandre' bembry,1627761,DeAndre' Bembry,2016,21,1,Atlanta,Saint Joseph's,Picks 15-30,Post-Analytics,6,518021.0,2021-22,0.579127101024862,4.246932074182322
Damian Jones,26.0,SAC,C,56.0,1017.0,18.3,3.3,0.156,2.4,0.9,0.3,-0.2,0.5,0.6,0.701,16.2,2022,2021-22,damian jones,1627745,Damian Jones,2016,30,1,Golden State,Vanderbilt,Picks 15-30,Post-Analytics,6,1977011.0,2021-22,0.30348844796513524,1.6691864638082436
Ben McLemore,24.0,MEM,SG,56.0,1091.0,9.7,0.5,0.023,-0.2,0.7,-3.9,-2.9,-1.0,-0.5,0.526,19.0,2018,2017-18,ben mclemore,203463,Ben McLemore,2013,7,1,Sacramento,Kansas,Picks 6-14,Post-Analytics,5,5200000.0,2017-18,-0.09615384615384615,0.09615384615384615
Anthony Davis,25.0,NOP,C,56.0,1850.0,30.3,9.5,0.247,6.4,3.1,9.4,7.1,2.3,5.3,0.597,29.5,2019,2018-19,anthony davis,203076,Anthony Davis,2012,1,1,New Orleans,Kentucky,Top 5,Post-Analytics,7,25434263.0,2018-19,0.20838032539020296,0.3735119040013072
Kyle Weaver,22.0,OKC,SG,56.0,1166.0,10.2,1.2,0.049,0.2,1.0,-1.2,-2.3,1.1,0.2,0.551,12.9,2009,2008-09,kyle weaver,201602,Kyle Weaver,2008,38,2,Charlotte,Washington State,Second Round,Pre-Analytics,1,806452.0,2008-09,0.24799988096005718,1.4879992857603428
E'Twaun Moore,30.0,NOP,SG,56.0,1020.0,11.3,0.9,0.043,0.3,0.7,-2.7,-1.9,-0.8,-0.2,0.51,19.9,2020,2019-20,e'twaun moore,202734,E'Twaun Moore,2011,55,2,Boston,Purdue,Second Round,Post-Analytics,9,8664928.0,2019-20,-0.023081553591674395,0.10386699116253477
Blake Griffin,32.0,BRK,C,56.0,958.0,13.7,2.1,0.106,1.2,0.9,-0.5,-0.6,0.1,0.3,0.518,16.9,2022,2021-22,blake griffin,201933,Blake Griffin,2009,1,1,Los Angeles,Oklahoma,Top 5,Pre-Analytics,13,1669178.0,2021-22,0.17972918406545016,1.2581042884581513
Jeremy Lamb,29.0,2TM,SF,56.0,935.0,13.3,1.2,0.063,0.6,0.6,-0.8,-0.4,-0.5,0.3,0.521,19.7,2022,2021-22,jeremy lamb,203087,Jeremy Lamb,2012,12,1,Houston,Connecticut,Picks 6-14,Post-Analytics,10,10500000.0,2021-22,0.02857142857142857,0.11428571428571428
Bobby Simmons,23.0,LAC,SF,56.0,1376.0,12.6,2.0,0.07,1.6,0.4,-1.6,-0.9,-0.7,0.1,0.488,16.8,2004,2003-04,bobby simmons,2250,Bobby Simmons,2001,41,2,Seattle,DePaul,Second Round,Pre-Analytics,3,,,,
Jared Jeffries,27.0,NYK,SF,56.0,1310.0,9.4,1.2,0.045,0.3,0.9,-2.6,-3.1,0.4,-0.2,0.473,12.5,2009,2008-09,jared jeffries,2407,Jared Jeffries,2002,11,1,Washington,Indiana,Picks 6-14,Pre-Analytics,7,6049400.0,2008-09,-0.03306113002942441,0.1983667801765464
Dāvis Bertāns,29.0,2TM,PF,56.0,807.0,9.4,0.9,0.053,0.2,0.7,-2.6,-1.7,-0.9,-0.1,0.531,17.3,2022,2021-22,davis bertans,202722,Davis Bertans,2011,42,2,Indiana,KK Olimpija (Slovenia),Second Round,Post-Analytics,11,16000000.0,2021-22,-0.00625,0.05625
Lou Williams,35.0,ATL,PG,56.0,799.0,12.1,0.6,0.034,0.2,0.4,-3.4,-2.0,-1.4,-0.3,0.5,21.7,2022,2021-22,lou williams,101150,Lou Williams,2005,45,2,Philadelphia,South Gwinnett,Second Round,Pre-Analytics,17,5000000.0,2021-22,-0.06,0.12
Svi Mykhailiuk,24.0,TOR,SF,56.0,716.0,9.6,0.8,0.052,0.1,0.7,-2.9,-2.7,-0.2,-0.2,0.509,16.9,2022,2021-22,svi mykhailiuk,1629004,Svi Mykhailiuk,2018,47,2,Los Angeles,Kansas,Second Round,Post-Analytics,4,1729217.0,2021-22,-0.11565928394180719,0.46263713576722876
Ben Gordon,31.0,ORL,SG,56.0,790.0,10.6,0.3,0.015,0.1,0.2,-4.2,-2.0,-2.2,-0.4,0.538,21.8,2015,2014-15,ben gordon,2732,Ben Gordon,2004,3,1,Chicago,Connecticut,Top 5,Pre-Analytics,11,4500000.0,2014-15,-0.08888888888888889,0.06666666666666667
Luol Deng,31.0,LAL,SF,56.0,1486.0,10.1,0.9,0.029,0.1,0.8,-2.1,-1.4,-0.6,0.0,0.47,14.2,2017,2016-17,luol deng,2736,Luol Deng,2004,7,1,Phoenix,Duke,Picks 6-14,Pre-Analytics,13,18000000.0,2016-17,0.0,0.05
Eric Gordon,22.0,LAC,SG,56.0,2112.0,18.5,5.3,0.12,4.2,1.1,2.0,3.0,-1.0,2.2,0.566,26.5,2011,2010-11,eric gordon,201569,Eric Gordon,2008,7,1,Los Angeles,Indiana,Picks 6-14,Pre-Analytics,3,3016680.0,2010-11,0.7292785446252171,1.7568983120516595
Cherokee Parks,27.0,VAN,C,56.0,808.0,11.9,1.4,0.086,0.6,0.8,-0.6,-2.1,1.4,0.3,0.521,10.7,2000,1999-00,cherokee parks,685,Cherokee Parks,1995,12,1,Dallas,Duke,Picks 6-14,Pre-Analytics,5,,,,
Pascal Siakam,26.0,TOR,PF,56.0,2006.0,17.7,4.2,0.101,2.3,2.0,0.8,1.0,-0.3,1.4,0.547,26.3,2021,2020-21,pascal siakam,1627783,Pascal Siakam,2016,27,1,Toronto,New Mexico State,Picks 15-30,Post-Analytics,5,30559200.0,2020-21,0.04581271761040864,0.13743815283122596
Donny Marshall,24.0,CLE,SF,56.0,548.0,9.1,0.6,0.053,-0.2,0.8,-2.3,-2.6,0.3,0.0,0.476,19.7,1997,1996-97,donny marshall,681,Donny Marshall,1995,39,2,Cleveland,Connecticut,Second Round,Pre-Analytics,2,,,,
Semi Ojeleye,26.0,BOS,PF,56.0,950.0,8.3,1.2,0.063,0.7,0.6,-2.4,-1.7,-0.7,-0.1,0.553,11.6,2021,2020-21,semi ojeleye,1628400,Semi Ojeleye,2017,37,2,Boston,Southern Methodist,Second Round,Post-Analytics,4,1752950.0,2020-21,-0.05704669271798968,0.684560312615876
Shabazz Napier,27.0,BRK,PG,56.0,983.0,15.3,2.0,0.098,1.0,1.0,1.5,0.9,0.6,0.9,0.534,24.0,2019,2018-19,shabazz napier,203894,Shabazz Napier,2014,24,1,Charlotte,Connecticut,Picks 15-30,Post-Analytics,5,1942422.0,2018-19,0.46333906844135825,1.0296423743141294
Courtney Alexander,24.0,WAS,SG,56.0,1325.0,13.6,2.2,0.08,1.6,0.6,-2.2,-0.9,-1.3,-0.1,0.521,20.4,2002,2001-02,courtney alexander,2042,Courtney Alexander,2000,13,1,Orlando,Fresno State,Picks 6-14,Pre-Analytics,2,1418000.0,2001-02,-0.07052186177715092,1.5514809590973204
Jeff Green,36.0,DEN,PF,56.0,1091.0,11.0,1.7,0.074,0.8,0.8,-3.4,-2.4,-1.0,-0.4,0.576,17.0,2023,2022-23,jeff green,201145,Jeff Green,2007,5,1,Boston,Georgetown,Top 5,Pre-Analytics,16,4500000.0,2022-23,-0.08888888888888889,0.37777777777777777
Jason Smith,23.0,PHI,PF,56.0,658.0,10.6,0.7,0.048,0.1,0.6,-4.3,-3.9,-0.4,-0.4,0.491,15.8,2010,2009-10,jason smith,201160,Jason Smith,2007,20,1,Miami,Colorado State,Picks 15-30,Pre-Analytics,3,1418880.0,2009-10,-0.28191249436175014,0.4933468651330627
Patrick Beverley,25.0,HOU,PG,56.0,1751.0,12.4,4.2,0.116,2.7,1.6,0.6,-0.3,0.9,1.2,0.545,14.8,2014,2013-14,patrick beverley,201976,Patrick Beverley,2009,42,2,Los Angeles,BC Dnipro (Ukraine),Second Round,Pre-Analytics,5,788872.0,2013-14,1.5211593262278291,5.324057641797402
Eddie House,32.0,MIA,SG,56.0,978.0,11.9,2.2,0.108,1.0,1.2,-0.3,-0.5,0.2,0.4,0.535,17.6,2011,2010-11,eddie house,2067,Eddie House,2000,37,2,Miami,Arizona State,Second Round,Pre-Analytics,11,1352181.0,2010-11,0.29581838526055315,1.6270011189330422
Mason Plumlee,30.0,DET,C,56.0,1499.0,18.7,5.1,0.164,3.0,2.1,2.2,0.2,2.0,1.6,0.638,16.3,2021,2020-21,mason plumlee,203486,Mason Plumlee,2013,22,1,Brooklyn,Duke,Picks 15-30,Post-Analytics,8,8000000.0,2020-21,0.2,0.6375
Gary Harris,25.0,DEN,SG,56.0,1780.0,9.7,1.9,0.052,0.5,1.4,-2.5,-2.8,0.3,-0.2,0.519,15.1,2020,2019-20,gary harris,203914,Gary Harris,2014,19,1,Chicago,Michigan State,Picks 15-30,Post-Analytics,6,17839286.0,2019-20,-0.011211211031652275,0.10650650480069661
Kevin Love,31.0,CLE,PF,56.0,1780.0,17.9,3.8,0.101,2.5,1.3,2.0,2.6,-0.5,1.8,0.599,23.1,2020,2019-20,kevin love,201567,Kevin Love,2008,5,1,Memphis,California-Los Angeles,Top 5,Pre-Analytics,12,28942830.0,2019-20,0.062191568689032826,0.13129331167684707
Richard Jefferson,32.0,GSW,SF,56.0,568.0,10.3,1.0,0.081,0.4,0.6,-1.3,-1.8,0.6,0.1,0.552,14.4,2013,2012-13,richard jefferson,2210,Richard Jefferson,2001,13,1,Houston,Arizona,Picks 6-14,Pre-Analytics,12,10164000.0,2012-13,0.009838646202282567,0.09838646202282567
Rudy Gobert,25.0,UTA,C,56.0,1816.0,20.7,8.1,0.214,4.2,3.9,3.4,0.9,2.5,2.5,0.657,16.9,2018,2017-18,rudy gobert,203497,Rudy Gobert,2013,27,1,Denver,Cholet Basket (France),Picks 15-30,Post-Analytics,5,21924719.0,2017-18,0.11402654693088655,0.3694460120560724
Paul Millsap,35.0,DEN,PF,56.0,1162.0,16.4,3.2,0.133,1.7,1.6,1.0,0.3,0.7,0.9,0.565,18.6,2021,2020-21,paul millsap,200794,Paul Millsap,2006,47,2,Utah,Louisiana Tech,Second Round,Pre-Analytics,15,1000000.0,2020-21,0.9,3.2
Kris Humphries,31.0,ATL,PF,56.0,689.0,13.6,1.6,0.115,0.6,1.1,-2.0,-2.0,-0.1,0.0,0.514,17.6,2017,2016-17,kris humphries,2743,Kris Humphries,2004,14,1,Utah,Minnesota,Picks 6-14,Pre-Analytics,13,4000000.0,2016-17,0.0,0.4
Kevin Huerter,21.0,ATL,SG,56.0,1760.0,11.5,1.6,0.043,1.0,0.6,-1.6,-0.7,-0.9,0.2,0.536,17.1,2020,2019-20,kevin huerter,1628989,Kevin Huerter,2018,19,1,Atlanta,Maryland,Picks 15-30,Post-Analytics,2,2636280.0,2019-20,0.07586447570060843,0.6069158056048675
Tony Parker,36.0,CHO,PG,56.0,1003.0,15.3,0.9,0.044,0.6,0.3,-2.6,-0.3,-2.3,-0.1,0.512,25.5,2019,2018-19,tony parker,2225,Tony Parker,2001,28,1,San Antonio,Paris Basket Racing (France),Picks 15-30,Pre-Analytics,18,5000000.0,2018-19,-0.02,0.18
Greg Ostertag,31.0,SAC,C,56.0,556.0,10.0,0.7,0.064,0.1,0.7,-2.2,-3.6,1.5,0.0,0.432,10.0,2005,2004-05,greg ostertag,731,Greg Ostertag,1995,28,1,Utah,Kansas,Picks 15-30,Pre-Analytics,10,,,,
Stephen Curry,34.0,GSW,PG,56.0,1941.0,24.1,7.8,0.192,5.8,2.0,7.5,7.5,0.1,4.7,0.656,31.0,2023,2022-23,stephen curry,201939,Stephen Curry,2009,7,1,Golden State,Davidson,Picks 6-14,Pre-Analytics,14,48070014.0,2022-23,0.09777405099153913,0.16226331866680963
Alexis Ajinça,25.0,NOP,C,56.0,951.0,14.6,2.1,0.104,1.2,0.9,-2.6,-2.7,0.1,-0.1,0.589,16.3,2014,2013-14,alexis ajinca,201582,Alexis Ajinca,2008,20,1,Charlotte,Hyeres-Toulon Var Basket (France),Picks 15-30,Pre-Analytics,6,635880.0,2013-14,-0.1572623765490344,3.3025099075297226
Lonnie Walker IV,24.0,LAL,SG,56.0,1297.0,12.2,1.8,0.066,0.8,1.0,-1.4,-0.9,-0.5,0.2,0.57,20.2,2023,2022-23,lonnie walker,1629022,Lonnie Walker IV,2018,18,1,San Antonio,Miami (FL),Picks 15-30,Post-Analytics,5,6479000.0,2022-23,0.030868961259453622,0.2778206513350826
Brandon Armstrong,23.0,NJN,SG,56.0,434.0,5.5,-0.3,-0.03,-0.8,0.5,-7.5,-5.5,-2.0,-0.6,0.427,21.7,2004,2003-04,brandon armstrong,2220,Brandon Armstrong,2001,23,1,Houston,Pepperdine,Picks 15-30,Pre-Analytics,3,995000.0,2003-04,-0.6030150753768844,-0.3015075376884422
DeShawn Stevenson,31.0,ATL,SG,56.0,1158.0,8.1,1.5,0.061,0.5,0.9,-2.4,-2.0,-0.4,-0.1,0.522,11.8,2013,2012-13,deshawn stevenson,2052,DeShawn Stevenson,2000,23,1,Utah,Washington Union,Picks 15-30,Pre-Analytics,13,2240450.0,2012-13,-0.04463389051306657,0.6695083576959986
Rodrigue Beaubois,21.0,DAL,PG,56.0,700.0,18.5,2.0,0.134,1.1,0.8,1.5,1.3,0.2,0.6,0.617,24.7,2010,2009-10,rodrigue beaubois,201958,Rodrigue Beaubois,2009,25,1,Oklahoma City,Cholet Basket (France),Picks 15-30,Pre-Analytics,1,1075440.0,2009-10,0.5579111805400581,1.8597039351335267
Metta World Peace,26.0,2TM,SF,56.0,2207.0,15.2,3.7,0.081,0.5,3.2,1.1,-0.2,1.3,1.7,0.491,23.6,2006,2005-06,metta world peace,1897,Metta World Peace,1999,16,1,Chicago,St. John's (NY),Picks 15-30,Pre-Analytics,7,6842105.0,2005-06,0.24846154801775183,0.5407692515680481
Joel Przybilla,26.0,POR,C,56.0,1395.0,15.3,2.3,0.078,1.0,1.2,-0.6,-1.4,0.8,0.5,0.561,13.0,2006,2005-06,joel przybilla,2038,Joel Przybilla,2000,9,1,Houston,Minnesota,Picks 6-14,Pre-Analytics,6,1560000.0,2005-06,0.3205128205128205,1.4743589743589742
Daniel Gibson,23.0,CLE,PG,56.0,1068.0,11.3,2.6,0.117,1.6,1.0,0.0,0.0,0.0,0.5,0.613,14.2,2010,2009-10,daniel gibson,200789,Daniel Gibson,2006,42,2,Cleveland,Texas,Second Round,Pre-Analytics,4,4088500.0,2009-10,0.12229423994129877,0.6359300476947536
Toney Douglas,23.0,NYK,PG,56.0,1087.0,14.9,2.2,0.097,1.8,0.4,-0.4,0.5,-0.8,0.5,0.571,19.8,2010,2009-10,toney douglas,201962,Toney Douglas,2009,29,1,Los Angeles,Florida State,Picks 15-30,Pre-Analytics,1,996240.0,2009-10,0.501887095479001,2.208303220107605
Rudy Gay,36.0,UTA,PF,56.0,816.0,9.0,0.3,0.018,-0.4,0.7,-4.0,-3.6,-0.4,-0.4,0.475,17.7,2023,2022-23,rudy gay,200752,Rudy Gay,2006,8,1,Houston,Connecticut,Picks 6-14,Pre-Analytics,17,6184500.0,2022-23,-0.06467782359123617,0.04850836769342712
Tony Delk,31.0,ATL,SG,56.0,1340.0,15.1,2.1,0.074,1.8,0.3,-1.0,0.7,-1.6,0.3,0.512,23.6,2005,2004-05,tony delk,960,Tony Delk,1996,16,1,Charlotte,Kentucky,Picks 15-30,Pre-Analytics,9,3150000.0,2004-05,0.09523809523809523,0.6666666666666667
Nate Robinson,25.0,2TM,PG,56.0,1115.0,16.3,2.2,0.095,1.4,0.8,0.7,1.2,-0.6,0.7,0.543,24.4,2010,2009-10,nate robinson,101126,Nate Robinson,2005,21,1,Phoenix,Washington,Picks 15-30,Pre-Analytics,5,5000000.0,2009-10,0.13999999999999999,0.44000000000000006
Devin Harris,22.0,DAL,PG,56.0,1275.0,17.4,3.7,0.139,2.3,1.4,1.4,0.8,0.6,1.1,0.544,21.7,2006,2005-06,devin harris,2734,Devin Harris,2004,5,1,Washington,Wisconsin,Top 5,Pre-Analytics,2,2947440.0,2005-06,0.37320522215889046,1.2553266563526315
Trevor Ariza,27.0,WAS,SF,56.0,1471.0,14.0,3.1,0.102,0.7,2.4,2.1,0.1,2.0,1.6,0.538,17.9,2013,2012-13,trevor ariza,2772,Trevor Ariza,2004,43,2,New York,California-Los Angeles,Second Round,Pre-Analytics,9,7727280.0,2012-13,0.20705862865070246,0.401176093010736
Walter McCarty,27.0,BOS,PF,56.0,718.0,11.5,1.8,0.122,0.9,0.9,-0.6,-1.0,0.4,0.3,0.563,13.3,2002,2001-02,walter mccarty,962,Walter McCarty,1996,19,1,New York,Kentucky,Picks 15-30,Pre-Analytics,6,3125000.0,2001-02,0.096,0.5760000000000001
Anthony Johnson,25.0,2TM,PG,56.0,637.0,9.1,0.3,0.02,-0.1,0.4,-2.9,-3.5,0.6,-0.1,0.425,14.6,2000,1999-00,anthony johnson,1533,Anthony Johnson,1997,39,2,Sacramento,College of Charleston,Second Round,Pre-Analytics,3,,,,
Anthony Davis,29.0,LAL,C,56.0,1904.0,27.8,9.0,0.226,5.5,3.4,6.3,4.6,1.7,4.0,0.627,28.4,2023,2022-23,anthony davis,203076,Anthony Davis,2012,1,1,New Orleans,Kentucky,Top 5,Post-Analytics,11,37980720.0,2022-23,0.10531659220783599,0.23696233246763096
Caron Butler,33.0,2TM,SF,56.0,1419.0,12.2,1.8,0.062,0.6,1.2,-1.4,-0.6,-0.8,0.2,0.512,20.1,2014,2013-14,caron butler,2406,Caron Butler,2002,10,1,Miami,Connecticut,Picks 6-14,Pre-Analytics,12,244489.0,2013-14,0.818032713128198,7.362294418153782
Paul George,32.0,LAC,SF,56.0,1939.0,19.6,4.6,0.114,2.3,2.3,2.8,2.4,0.3,2.3,0.588,29.5,2023,2022-23,paul george,202331,Paul George,2010,10,1,Indiana,Fresno State,Picks 6-14,Post-Analytics,13,42492492.0,2022-23,0.05412720910790546,0.10825441821581092
Jerry Stackhouse,30.0,DAL,SG,56.0,1617.0,15.9,3.5,0.103,1.9,1.5,-0.2,0.4,-0.5,0.8,0.525,24.9,2005,2004-05,jerry stackhouse,711,Jerry Stackhouse,1995,3,1,Philadelphia,North Carolina,Top 5,Pre-Analytics,10,7000000.0,2004-05,0.1142857142857143,0.5
Sam Young,27.0,IND,SG,56.0,693.0,7.5,0.9,0.062,-0.2,1.1,-2.7,-3.5,0.8,-0.1,0.464,13.2,2013,2012-13,sam young,201970,Sam Young,2009,36,2,Memphis,Pittsburgh,Second Round,Pre-Analytics,4,,,,
Matt Barnes,25.0,2TM,SF,56.0,631.0,10.7,1.0,0.075,0.5,0.4,-3.1,-3.0,-0.1,-0.2,0.545,13.8,2006,2005-06,matt barnes,2440,Matt Barnes,2002,45,2,Memphis,California-Los Angeles,Second Round,Pre-Analytics,4,627251.0,2005-06,-0.3188516239910339,1.5942581199551695
Michael Beasley,28.0,MIL,PF,56.0,935.0,17.8,1.8,0.092,0.8,1.0,-0.8,0.0,-0.8,0.3,0.584,25.3,2017,2016-17,michael beasley,201563,Michael Beasley,2008,2,1,Miami,Kansas State,Top 5,Pre-Analytics,9,1403611.0,2016-17,0.2137344321183006,1.2824065927098036
Antawn Jamison,34.0,CLE,PF,56.0,1842.0,16.8,2.6,0.067,1.5,1.1,-0.1,1.3,-1.5,0.9,0.516,26.0,2011,2010-11,antawn jamison,1712,Antawn Jamison,1998,4,1,Toronto,North Carolina,Top 5,Pre-Analytics,13,13358905.0,2010-11,0.06737079124374341,0.19462673025970317
Kenyon Martin,28.0,DEN,PF,56.0,1546.0,16.7,3.8,0.117,1.8,2.0,0.1,-0.3,0.4,0.8,0.533,21.6,2006,2005-06,kenyon martin,2030,Kenyon Martin,2000,1,1,New Jersey,Cincinnati,Top 5,Pre-Analytics,6,10886364.0,2005-06,0.07348642760796902,0.3490605311378528
Jeff Foster,34.0,IND,C,56.0,940.0,14.3,3.0,0.152,1.6,1.4,-0.5,-0.6,0.1,0.4,0.497,10.1,2011,2010-11,jeff foster,1902,Jeff Foster,1999,21,1,Golden State,Texas State,Picks 15-30,Pre-Analytics,12,6655000.0,2010-11,0.06010518407212622,0.4507888805409466
Will Barton,30.0,DEN,SF,56.0,1736.0,11.8,2.2,0.061,0.7,1.5,-1.9,-1.0,-0.8,0.1,0.538,19.0,2021,2020-21,will barton,203115,Will Barton,2012,40,2,Portland,Memphis,Second Round,Post-Analytics,9,13723214.0,2020-21,0.007286922728159745,0.16031230001951438
Marcus Camby,31.0,DEN,C,56.0,1857.0,19.9,5.5,0.141,1.0,4.5,3.5,0.1,3.3,2.6,0.499,19.5,2006,2005-06,marcus camby,948,Marcus Camby,1996,2,1,Toronto,Massachusetts,Top 5,Pre-Analytics,10,9400000.0,2005-06,0.2765957446808511,0.5851063829787234
Pascal Siakam,22.0,TOR,PF,55.0,859.0,11.5,1.6,0.089,0.4,1.2,-2.4,-3.0,0.7,-0.1,0.523,13.1,2017,2016-17,pascal siakam,1627783,Pascal Siakam,2016,27,1,Toronto,New Mexico State,Picks 15-30,Post-Analytics,1,1196040.0,2016-17,-0.08360924383799874,1.3377479014079798
Taurean Prince,24.0,ATL,SF,55.0,1552.0,11.9,1.5,0.047,0.8,0.7,-2.0,-1.0,-1.0,0.0,0.575,19.5,2019,2018-19,taurean prince,1627752,Taurean Prince,2016,12,1,Utah,Baylor,Picks 6-14,Post-Analytics,3,2526840.0,2018-19,0.0,0.5936268224343448
Lonzo Ball,23.0,NOP,PG,55.0,1747.0,15.2,3.2,0.089,1.5,1.7,1.7,1.4,0.3,1.6,0.551,20.5,2021,2020-21,lonzo ball,1628366,Lonzo Ball,2017,2,1,Los Angeles,California-Los Angeles,Top 5,Post-Analytics,4,11003782.0,2020-21,0.14540455272559927,0.29080910545119854
Malik Beasley,23.0,2TM,SG,55.0,1209.0,12.7,1.2,0.049,0.4,0.8,-2.1,-0.7,-1.4,0.0,0.546,21.8,2020,2019-20,malik beasley,1627736,Malik Beasley,2016,19,1,Denver,Florida State,Picks 15-30,Post-Analytics,4,2731714.0,2019-20,0.0,0.4392846396072209
Kelly Oubre Jr.,25.0,GSW,SF,55.0,1687.0,13.3,2.2,0.062,0.0,2.2,-1.9,-1.4,-0.5,0.0,0.529,22.1,2021,2020-21,kelly oubre,1626162,Kelly Oubre Jr.,2015,15,1,Atlanta,Kansas,Picks 15-30,Post-Analytics,6,14375000.0,2020-21,0.0,0.1530434782608696
Shelvin Mack,24.0,ATL,PG,55.0,833.0,13.2,1.3,0.075,0.5,0.8,-1.7,-0.7,-1.0,0.1,0.489,19.5,2015,2014-15,shelvin mack,202714,Shelvin Mack,2011,34,2,Washington,Butler,Second Round,Post-Analytics,4,2433333.0,2014-15,0.0410958960405337,0.5342466485269382
Meyers Leonard,22.0,POR,C,55.0,847.0,14.8,2.8,0.158,1.6,1.2,0.6,0.1,0.5,0.6,0.631,15.8,2015,2014-15,meyers leonard,203086,Meyers Leonard,2012,11,1,Portland,Illinois,Picks 6-14,Post-Analytics,3,2317920.0,2014-15,0.25885276454752537,1.2079795678884517
Devonte' Graham,25.0,CHO,PG,55.0,1659.0,14.6,3.4,0.099,2.5,0.9,0.7,1.8,-1.1,1.1,0.552,21.4,2021,2020-21,devonte' graham,1628984,Devonte' Graham,2018,34,2,Atlanta,Kansas,Second Round,Post-Analytics,3,163861.0,2020-21,2.1495516533639765,7.367107320540184
Ersan İlyasova,26.0,MIL,PF,55.0,1478.0,13.8,1.6,0.053,0.9,0.8,-2.8,-1.0,-1.8,-0.3,0.486,21.3,2014,2013-14,ersan ilyasova,101141,Ersan Ilyasova,2005,36,2,Milwaukee,Ulkerspor (Turkey),Second Round,Pre-Analytics,9,7900000.0,2013-14,-0.03797468354430379,0.20253164556962025
Steve Blake,33.0,2TM,PG,55.0,1498.0,11.0,1.8,0.058,0.7,1.1,-1.1,-1.2,0.1,0.4,0.508,13.8,2014,2013-14,steve blake,2581,Steve Blake,2003,38,2,Washington,Maryland,Second Round,Pre-Analytics,11,4000000.0,2013-14,0.1,0.45
Bradley Beal,22.0,WAS,SG,55.0,1708.0,15.5,2.7,0.076,1.4,1.3,0.3,1.2,-0.9,1.0,0.547,25.3,2016,2015-16,bradley beal,203078,Bradley Beal,2012,3,1,Washington,Florida,Top 5,Post-Analytics,4,5694674.0,2015-16,0.17560267716817504,0.4741272283540726
Rashard Lewis,33.0,MIA,PF,55.0,792.0,11.1,1.2,0.071,0.3,0.9,-2.5,-1.5,-1.0,-0.1,0.53,18.2,2013,2012-13,rashard lewis,1740,Rashard Lewis,1998,32,2,Seattle,Elsik,Second Round,Pre-Analytics,15,1399507.0,2012-13,-0.07145373335038696,0.8574448002046434
Gary Harris,20.0,DEN,SG,55.0,719.0,4.9,-0.7,-0.046,-1.2,0.5,-5.3,-5.6,0.3,-0.6,0.395,16.6,2015,2014-15,gary harris,203914,Gary Harris,2014,19,1,Chicago,Michigan State,Picks 15-30,Post-Analytics,1,1519200.0,2014-15,-0.3949447077409162,-0.3173253838187833
Tony Parker,35.0,SAS,PG,55.0,1071.0,12.7,1.4,0.065,0.3,1.1,-3.3,-2.3,-0.9,-0.3,0.498,20.5,2018,2017-18,tony parker,2225,Tony Parker,2001,28,1,San Antonio,Paris Basket Racing (France),Picks 15-30,Pre-Analytics,17,15453126.0,2017-18,-0.019413547783147564,0.0905965563213553
