Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL
DeAndre Jordan,26.0,LAC,C,82.0,2820.0,21.0,12.8,0.217,7.4,5.4,2.9,2.2,0.7,3.5,0.638,13.6,2015,2014-15
Eric Bledsoe,25.0,PHO,PG,81.0,2800.0,18.4,7.0,0.119,4.1,2.9,2.1,1.6,0.5,2.9,0.555,23.7,2015,2014-15
Joe Johnson,33.0,BRK,SG,80.0,2791.0,14.1,4.1,0.07,2.6,1.5,-0.1,0.7,-0.8,1.3,0.523,20.3,2015,2014-15
Kyrie Irving,22.0,CLE,PG,75.0,2730.0,21.5,10.4,0.183,8.4,2.0,4.1,4.4,-0.4,4.2,0.583,26.2,2015,2014-15
Monta Ellis,29.0,DAL,SG,80.0,2699.0,16.5,3.6,0.065,1.4,2.2,-0.1,0.0,-0.1,1.3,0.509,27.9,2015,2014-15
Tyreke Evans,25.0,NOP,SG,79.0,2690.0,17.7,4.6,0.082,2.4,2.2,1.2,1.4,-0.2,2.2,0.508,26.1,2015,2014-15
Marc Gasol,30.0,MEM,C,81.0,2687.0,21.7,10.2,0.182,5.5,4.7,5.1,2.7,2.4,4.8,0.558,24.6,2015,2014-15
Pau Gasol,34.0,CHI,PF,78.0,2681.0,22.7,10.4,0.187,6.0,4.4,3.5,2.9,0.6,3.7,0.55,24.7,2015,2014-15
Ben McLemore,21.0,SAC,SG,82.0,2670.0,10.4,2.5,0.045,1.7,0.8,-2.2,-1.3,-0.9,-0.2,0.552,17.2,2015,2014-15
Ty Lawson,27.0,DEN,PG,75.0,2665.0,18.5,7.0,0.126,6.0,1.0,2.2,3.0,-0.9,2.8,0.526,20.6,2015,2014-15
Goran Dragić,28.0,2TM,PG,78.0,2640.0,17.4,6.8,0.123,5.4,1.4,0.8,1.6,-0.8,1.8,0.577,21.8,2015,2014-15
Goran Dragić,28.0,PHO,SG,52.0,1735.0,16.7,4.0,0.111,3.1,0.9,0.1,1.1,-1.0,0.9,0.573,21.5,2015,2014-15
Goran Dragić,28.0,MIA,PG,26.0,905.0,18.8,2.8,0.146,2.3,0.5,2.1,2.5,-0.4,0.9,0.586,22.2,2015,2014-15
Gordon Hayward,24.0,UTA,SF,76.0,2618.0,20.2,8.7,0.159,5.8,2.9,4.0,3.5,0.5,4.0,0.567,26.2,2015,2014-15
Stephen Curry,26.0,GSW,PG,80.0,2613.0,28.0,15.7,0.288,11.5,4.1,9.9,8.2,1.7,7.9,0.638,28.9,2015,2014-15
Kentavious Caldwell-Pope,21.0,DET,SG,82.0,2587.0,11.2,2.8,0.052,1.1,1.8,-1.7,-1.3,-0.4,0.2,0.501,19.5,2015,2014-15
Markieff Morris,25.0,PHO,PF,82.0,2581.0,15.8,4.6,0.085,1.8,2.7,-0.3,-0.5,0.2,1.1,0.523,23.3,2015,2014-15
Victor Oladipo,22.0,ORL,SG,72.0,2573.0,15.9,3.5,0.065,1.5,2.0,-0.4,-0.1,-0.3,1.1,0.527,25.2,2015,2014-15
Giannis Antetokounmpo,20.0,MIL,SG,81.0,2541.0,14.8,6.2,0.117,2.2,4.0,0.0,-1.2,1.2,1.2,0.552,19.6,2015,2014-15
Kevin Love,26.0,CLE,PF,75.0,2532.0,18.8,8.7,0.165,5.8,2.9,2.7,3.2,-0.4,3.0,0.562,21.7,2015,2014-15
Nikola Vučević,24.0,ORL,C,74.0,2529.0,21.5,7.0,0.133,4.5,2.5,0.9,2.0,-1.2,1.8,0.548,26.0,2015,2014-15
Jimmy Butler,25.0,CHI,SG,65.0,2513.0,21.3,11.2,0.214,8.2,3.0,4.6,3.4,1.2,4.2,0.583,21.6,2015,2014-15
LaMarcus Aldridge,29.0,POR,PF,71.0,2512.0,22.8,8.6,0.165,4.9,3.7,2.9,3.2,-0.3,3.1,0.528,30.2,2015,2014-15
Andre Drummond,21.0,DET,C,82.0,2502.0,21.4,7.7,0.147,3.4,4.3,-0.1,0.6,-0.7,1.2,0.504,22.0,2015,2014-15
Arron Afflalo,29.0,2TM,SG,78.0,2502.0,10.7,2.6,0.05,1.6,1.0,-2.5,-1.4,-1.1,-0.3,0.533,19.0,2015,2014-15
Arron Afflalo,29.0,DEN,SG,53.0,1750.0,11.7,1.8,0.05,1.4,0.4,-1.9,-0.7,-1.2,0.1,0.533,19.9,2015,2014-15
Arron Afflalo,29.0,POR,SG,25.0,752.0,8.2,0.8,0.049,0.2,0.5,-3.8,-3.0,-0.8,-0.4,0.533,16.7,2015,2014-15
LeBron James,30.0,CLE,SF,69.0,2493.0,25.9,10.4,0.199,7.4,2.9,7.1,6.1,1.0,5.7,0.577,32.3,2015,2014-15
Draymond Green,24.0,GSW,PF,79.0,2490.0,16.4,8.5,0.163,3.3,5.2,3.5,0.7,2.8,3.5,0.54,17.2,2015,2014-15
Elfrid Payton,20.0,ORL,PG,82.0,2489.0,13.8,2.3,0.044,0.0,2.3,-1.2,-1.5,0.3,0.5,0.456,18.3,2015,2014-15
Wilson Chandler,27.0,DEN,SF,78.0,2471.0,13.2,3.6,0.071,2.1,1.5,-0.6,0.2,-0.7,0.9,0.523,20.1,2015,2014-15
Klay Thompson,24.0,GSW,SG,77.0,2455.0,20.8,8.8,0.172,5.7,3.1,4.4,4.5,-0.1,4.0,0.591,27.6,2015,2014-15
Anthony Davis,21.0,NOP,PF,68.0,2455.0,30.8,14.0,0.274,9.9,4.2,8.9,6.6,2.3,6.7,0.591,27.8,2015,2014-15
Jeff Green,28.0,2TM,SF,78.0,2454.0,14.4,5.2,0.101,2.7,2.4,-0.2,0.5,-0.7,1.2,0.534,21.9,2015,2014-15
Jeff Green,28.0,BOS,SF,33.0,1093.0,14.6,2.0,0.089,1.0,1.0,-1.1,0.2,-1.3,0.3,0.539,23.8,2015,2014-15
Jeff Green,28.0,MEM,SF,45.0,1361.0,14.2,3.1,0.111,1.7,1.5,0.6,0.8,-0.2,0.9,0.53,20.5,2015,2014-15
Marcin Gortat,30.0,WAS,C,82.0,2453.0,18.2,8.6,0.168,4.4,4.2,1.5,0.6,0.9,2.1,0.587,17.6,2015,2014-15
Thaddeus Young,26.0,2TM,PF,76.0,2434.0,15.7,3.1,0.061,1.6,1.4,-0.1,0.0,-0.2,1.1,0.507,21.5,2015,2014-15
Thaddeus Young,26.0,MIN,PF,48.0,1605.0,15.0,1.4,0.043,0.8,0.6,-0.5,-0.4,-0.1,0.6,0.491,21.2,2015,2014-15
Thaddeus Young,26.0,BRK,PF,28.0,829.0,17.1,1.6,0.095,0.8,0.8,0.5,0.7,-0.3,0.5,0.539,22.0,2015,2014-15
Avery Bradley,24.0,BOS,SG,77.0,2428.0,11.5,2.5,0.049,0.4,2.1,-2.2,-1.5,-0.6,-0.1,0.507,21.0,2015,2014-15
Luol Deng,29.0,MIA,SF,72.0,2421.0,15.5,5.4,0.106,3.7,1.6,0.0,1.1,-1.1,1.2,0.561,19.5,2015,2014-15
Kyle Korver,33.0,ATL,SG,75.0,2418.0,14.8,7.5,0.148,5.0,2.4,2.8,2.4,0.4,3.0,0.699,14.4,2015,2014-15
Kyle Lowry,28.0,TOR,PG,70.0,2414.0,19.3,7.1,0.141,5.1,2.0,3.0,3.2,-0.1,3.1,0.527,25.4,2015,2014-15
JJ Redick,30.0,LAC,SG,78.0,2409.0,16.2,6.7,0.134,5.8,0.9,1.3,2.9,-1.6,2.0,0.622,21.0,2015,2014-15
Rudy Gay,28.0,SAC,SF,68.0,2408.0,19.7,6.1,0.122,4.8,1.3,2.7,3.4,-0.7,2.9,0.556,27.0,2015,2014-15
Paul Millsap,29.0,ATL,PF,73.0,2390.0,20.0,8.3,0.166,4.0,4.3,3.4,1.7,1.7,3.3,0.565,23.8,2015,2014-15
P.J. Tucker,29.0,PHO,SF,78.0,2383.0,12.5,4.9,0.098,2.2,2.7,0.4,-0.7,1.0,1.4,0.541,13.9,2015,2014-15
Solomon Hill,23.0,IND,SF,82.0,2381.0,10.2,3.5,0.072,0.9,2.6,-1.5,-2.0,0.5,0.3,0.507,15.9,2015,2014-15
Nicolas Batum,26.0,POR,SF,71.0,2380.0,13.1,5.2,0.105,2.0,3.2,2.1,0.3,1.8,2.4,0.516,14.6,2015,2014-15
Khris Middleton,23.0,MIL,SF,79.0,2378.0,15.6,6.7,0.135,3.2,3.5,1.6,0.5,1.1,2.2,0.563,19.9,2015,2014-15
Tobias Harris,22.0,ORL,SF,68.0,2369.0,16.7,4.8,0.098,3.0,1.8,0.5,1.1,-0.6,1.5,0.551,22.5,2015,2014-15
Mario Chalmers,28.0,MIA,PG,80.0,2368.0,11.7,2.8,0.056,0.8,2.0,-2.5,-2.6,0.1,-0.3,0.521,18.9,2015,2014-15
Blake Griffin,25.0,LAC,PF,67.0,2356.0,22.8,9.0,0.183,6.6,2.4,4.0,3.8,0.2,3.6,0.551,28.4,2015,2014-15
Courtney Lee,29.0,MEM,SG,77.0,2354.0,11.5,4.8,0.099,2.5,2.4,-0.5,-1.0,0.5,0.9,0.555,15.2,2015,2014-15
Harrison Barnes,22.0,GSW,SF,82.0,2318.0,13.4,6.7,0.139,3.7,3.0,0.1,0.2,-0.1,1.2,0.573,14.9,2015,2014-15
Al Horford,28.0,ATL,C,76.0,2318.0,21.4,8.7,0.179,5.1,3.6,4.1,2.6,1.5,3.6,0.563,22.2,2015,2014-15
Gerald Henderson,27.0,CHO,SG,80.0,2315.0,13.2,3.6,0.074,1.3,2.3,-1.4,-1.3,0.0,0.4,0.514,20.7,2015,2014-15
Danny Green,27.0,SAS,SG,81.0,2312.0,16.5,7.8,0.163,4.0,3.9,4.6,2.6,2.0,3.8,0.596,17.5,2015,2014-15
Nerlens Noel,20.0,PHI,C,75.0,2311.0,15.0,4.0,0.083,-0.2,4.2,-0.3,-2.6,2.3,1.0,0.493,17.0,2015,2014-15
Zach Randolph,33.0,MEM,PF,71.0,2304.0,19.5,7.2,0.149,3.4,3.8,1.3,1.4,-0.1,1.9,0.538,24.3,2015,2014-15
Russell Westbrook,26.0,OKC,PG,67.0,2302.0,29.1,10.6,0.222,7.5,3.2,8.1,6.9,1.2,5.8,0.536,38.4,2015,2014-15
Josh Smith,29.0,2TM,PF,83.0,2300.0,14.9,2.3,0.048,-1.1,3.4,0.7,-0.6,1.2,1.6,0.467,24.8,2015,2014-15
Josh Smith,29.0,DET,PF,28.0,896.0,14.3,0.2,0.012,-1.1,1.3,1.5,-0.7,2.2,0.8,0.417,25.3,2015,2014-15
Josh Smith,29.0,HOU,PF,55.0,1404.0,15.2,2.1,0.071,-0.1,2.2,0.2,-0.5,0.7,0.8,0.5,24.5,2015,2014-15
Trey Burke,22.0,UTA,PG,76.0,2288.0,12.6,2.4,0.05,0.8,1.6,-1.4,-0.1,-1.3,0.3,0.455,23.9,2015,2014-15
Tyson Chandler,32.0,DAL,C,75.0,2286.0,20.1,10.3,0.216,7.2,3.1,2.6,2.4,0.2,2.7,0.697,12.8,2015,2014-15
Dirk Nowitzki,36.0,DAL,PF,77.0,2282.0,19.2,7.2,0.152,5.2,2.0,2.2,2.7,-0.5,2.4,0.56,24.9,2015,2014-15
Derrick Favors,23.0,UTA,PF,74.0,2280.0,21.8,8.3,0.175,5.0,3.3,2.5,1.9,0.6,2.6,0.558,23.8,2015,2014-15
Matt Barnes,34.0,LAC,SF,76.0,2271.0,11.3,4.3,0.091,2.2,2.1,-0.3,-0.5,0.2,1.0,0.574,14.9,2015,2014-15
Reggie Jackson,24.0,2TM,PG,77.0,2268.0,17.2,4.9,0.104,3.3,1.7,1.1,1.8,-0.6,1.8,0.511,24.6,2015,2014-15
Reggie Jackson,24.0,OKC,PG,50.0,1398.0,15.6,2.9,0.101,1.8,1.1,0.7,0.9,-0.2,0.9,0.511,22.1,2015,2014-15
Reggie Jackson,24.0,DET,PG,27.0,870.0,19.8,2.0,0.11,1.5,0.5,1.9,3.2,-1.3,0.9,0.511,28.6,2015,2014-15
Evan Turner,26.0,BOS,SG,82.0,2260.0,12.8,2.5,0.054,-0.3,2.8,-1.0,-1.8,0.8,0.6,0.482,19.5,2015,2014-15
Wesley Johnson,27.0,LAL,SF,76.0,2245.0,11.1,1.7,0.037,1.0,0.7,-1.9,-1.1,-0.8,0.1,0.509,16.4,2015,2014-15
Jarrett Jack,31.0,BRK,PG,80.0,2241.0,14.6,2.6,0.055,1.1,1.4,-1.1,-0.4,-0.7,0.5,0.522,22.6,2015,2014-15
Jeff Teague,26.0,ATL,PG,73.0,2228.0,20.6,7.7,0.166,5.0,2.8,2.9,2.7,0.3,2.8,0.566,25.3,2015,2014-15
Tim Duncan,38.0,SAS,C,77.0,2227.0,22.6,9.6,0.207,4.9,4.7,5.1,2.3,2.8,4.0,0.56,22.2,2015,2014-15
Mike Conley,27.0,MEM,PG,70.0,2225.0,18.6,6.8,0.147,4.2,2.7,2.8,2.6,0.2,2.7,0.558,23.7,2015,2014-15
Dion Waiters,23.0,2TM,SG,80.0,2208.0,10.9,1.1,0.025,-0.6,1.7,-3.3,-2.5,-0.8,-0.7,0.46,22.5,2015,2014-15
Dion Waiters,23.0,CLE,SG,33.0,786.0,12.2,0.5,0.029,-0.3,0.7,-2.6,-2.6,0.0,-0.1,0.468,24.0,2015,2014-15
Dion Waiters,23.0,OKC,SG,47.0,1422.0,10.1,0.7,0.023,-0.3,1.0,-3.7,-2.5,-1.2,-0.6,0.455,21.7,2015,2014-15
Tristan Thompson,23.0,CLE,PF,82.0,2194.0,15.6,6.8,0.148,4.7,2.1,-1.2,0.1,-1.4,0.4,0.58,14.0,2015,2014-15
Gorgui Dieng,25.0,MIN,C,73.0,2193.0,17.2,4.9,0.108,3.4,1.5,0.2,-0.1,0.3,1.2,0.573,15.0,2015,2014-15
DeMarre Carroll,28.0,ATL,SF,70.0,2189.0,15.9,7.0,0.154,4.3,2.8,1.7,1.2,0.4,2.0,0.603,16.9,2015,2014-15
Chandler Parsons,26.0,DAL,SF,66.0,2186.0,16.3,5.5,0.121,3.8,1.7,1.6,2.0,-0.4,2.0,0.567,20.6,2015,2014-15
Rudy Gobert,22.0,UTA,C,82.0,2158.0,21.6,9.3,0.206,5.0,4.3,4.2,1.7,2.5,3.4,0.627,14.0,2015,2014-15
Patrick Patterson,25.0,TOR,PF,81.0,2156.0,14.6,6.1,0.137,4.4,1.7,2.5,2.3,0.2,2.4,0.568,13.1,2015,2014-15
Michael Carter-Williams,23.0,2TM,PG,66.0,2149.0,14.1,0.8,0.017,-2.1,2.9,-1.1,-1.3,0.3,0.5,0.461,26.7,2015,2014-15
Michael Carter-Williams,23.0,PHI,PG,41.0,1391.0,12.8,-0.5,-0.017,-2.1,1.6,-2.0,-1.7,-0.4,0.0,0.444,27.1,2015,2014-15
Michael Carter-Williams,23.0,MIL,PG,25.0,758.0,16.3,1.3,0.08,0.0,1.3,0.6,-0.8,1.4,0.5,0.496,25.8,2015,2014-15
Greg Monroe,24.0,DET,PF,69.0,2137.0,21.2,6.8,0.153,4.0,2.8,2.0,2.0,0.0,2.1,0.549,23.9,2015,2014-15
Enes Freedom,22.0,2TM,C,75.0,2135.0,20.3,6.4,0.145,4.3,2.1,-0.9,1.6,-2.5,0.6,0.564,24.7,2015,2014-15
Enes Freedom,22.0,UTA,C,49.0,1326.0,17.5,2.7,0.099,1.4,1.3,-2.7,0.0,-2.7,-0.2,0.535,25.1,2015,2014-15
Enes Freedom,22.0,OKC,C,26.0,809.0,24.9,3.7,0.22,2.9,0.8,2.0,4.4,-2.3,0.8,0.611,23.9,2015,2014-15
Kemba Walker,24.0,CHO,PG,62.0,2119.0,17.6,4.5,0.101,1.8,2.6,2.3,1.7,0.6,2.3,0.486,25.9,2015,2014-15
Serge Ibaka,25.0,OKC,PF,64.0,2116.0,16.6,5.6,0.127,2.9,2.7,0.9,0.5,0.4,1.6,0.549,18.9,2015,2014-15
Deron Williams,30.0,BRK,PG,68.0,2114.0,15.7,3.6,0.083,2.3,1.3,0.2,1.1,-0.9,1.2,0.504,22.3,2015,2014-15
Bradley Beal,21.0,WAS,SG,63.0,2107.0,14.0,3.7,0.085,1.3,2.4,0.1,-0.1,0.2,1.1,0.521,22.5,2015,2014-15
Brook Lopez,26.0,BRK,C,72.0,2100.0,22.7,7.0,0.159,4.7,2.2,1.2,1.8,-0.7,1.6,0.558,26.3,2015,2014-15
DeMar DeRozan,25.0,TOR,SG,60.0,2100.0,17.4,4.0,0.09,2.6,1.4,-0.9,0.5,-1.4,0.6,0.51,28.4,2015,2014-15
Jonas Valančiūnas,22.0,TOR,C,80.0,2096.0,20.6,8.2,0.189,5.8,2.4,0.5,1.4,-0.9,1.3,0.623,19.1,2015,2014-15
Terrence Ross,23.0,TOR,SF,82.0,2092.0,11.2,2.4,0.054,1.3,1.0,-1.4,-0.1,-1.3,0.3,0.519,18.3,2015,2014-15
Corey Brewer,28.0,2TM,SF,80.0,2087.0,13.9,3.1,0.071,1.0,2.1,-1.0,-1.2,0.2,0.5,0.507,21.6,2015,2014-15
Corey Brewer,28.0,MIN,SF,24.0,680.0,13.8,0.4,0.028,0.0,0.4,-0.8,-1.9,1.1,0.2,0.484,20.1,2015,2014-15
Corey Brewer,28.0,HOU,SF,56.0,1407.0,14.0,2.7,0.091,1.0,1.6,-1.1,-0.8,-0.3,0.3,0.516,22.4,2015,2014-15
Kenneth Faried,25.0,DEN,PF,75.0,2086.0,18.4,5.6,0.13,3.5,2.1,-0.1,0.6,-0.7,1.0,0.548,20.3,2015,2014-15
J.R. Smith,29.0,2TM,SG,70.0,2080.0,13.6,3.7,0.085,2.2,1.5,0.7,0.7,0.0,1.5,0.538,19.3,2015,2014-15
J.R. Smith,29.0,NYK,SG,24.0,619.0,11.5,-0.1,-0.008,-0.2,0.1,-2.8,-0.9,-1.9,-0.1,0.487,23.3,2015,2014-15
J.R. Smith,29.0,CLE,SG,46.0,1461.0,14.5,3.8,0.124,2.4,1.3,2.2,1.4,0.8,1.6,0.565,17.6,2015,2014-15
Andre Iguodala,31.0,GSW,SF,77.0,2069.0,12.3,5.1,0.117,2.3,2.8,0.9,-0.4,1.4,1.5,0.553,13.3,2015,2014-15
Joakim Noah,29.0,CHI,C,67.0,2049.0,15.3,5.6,0.13,2.4,3.1,2.1,0.1,2.0,2.1,0.482,13.7,2015,2014-15
Marcus Morris,25.0,PHO,PF,81.0,2045.0,13.7,4.0,0.093,2.2,1.8,0.1,0.1,0.0,1.1,0.52,19.0,2015,2014-15
Timofey Mozgov,28.0,2TM,C,81.0,2045.0,16.6,5.7,0.133,3.5,2.2,-0.7,-0.6,-0.1,0.7,0.594,16.9,2015,2014-15
Timofey Mozgov,28.0,DEN,C,35.0,897.0,13.8,1.8,0.096,0.9,0.9,-1.9,-1.9,-0.1,0.0,0.554,15.3,2015,2014-15
Timofey Mozgov,28.0,CLE,C,46.0,1148.0,18.7,3.9,0.161,2.5,1.3,0.3,0.4,-0.1,0.7,0.621,18.1,2015,2014-15
Donatas Motiejūnas,24.0,HOU,PF,71.0,2037.0,14.4,4.7,0.11,2.4,2.3,-0.5,-0.4,-0.1,0.8,0.553,19.1,2015,2014-15
Marvin Williams,28.0,CHO,PF,78.0,2035.0,11.8,4.3,0.102,1.5,2.9,0.0,-1.4,1.4,1.0,0.541,13.3,2015,2014-15
Brandon Knight,23.0,2TM,PG,63.0,2035.0,17.1,4.5,0.106,2.0,2.5,1.6,1.9,-0.3,1.9,0.543,25.9,2015,2014-15
Brandon Knight,23.0,MIL,PG,52.0,1688.0,18.5,4.4,0.124,2.0,2.4,2.5,2.5,0.0,1.9,0.556,26.6,2015,2014-15
Brandon Knight,23.0,PHO,SG,11.0,347.0,10.5,0.1,0.016,0.0,0.1,-2.9,-1.2,-1.7,-0.1,0.472,22.6,2015,2014-15
Kawhi Leonard,23.0,SAS,SF,64.0,2033.0,22.0,8.6,0.204,4.2,4.4,5.9,2.8,3.1,4.1,0.567,23.0,2015,2014-15
Wesley Matthews,28.0,POR,SG,60.0,2024.0,16.1,6.2,0.147,4.0,2.2,3.1,2.0,1.1,2.6,0.586,19.8,2015,2014-15
Eric Gordon,26.0,NOP,SG,61.0,2018.0,12.7,2.9,0.069,2.2,0.7,-1.0,0.2,-1.2,0.5,0.544,19.8,2015,2014-15
Rajon Rondo,28.0,2TM,PG,68.0,2018.0,13.5,1.6,0.037,-0.7,2.3,-0.8,-1.1,0.3,0.6,0.448,19.5,2015,2014-15
Rajon Rondo,28.0,BOS,PG,22.0,699.0,15.4,0.9,0.064,-0.2,1.1,0.4,-0.5,0.9,0.4,0.422,18.2,2015,2014-15
Rajon Rondo,28.0,DAL,PG,46.0,1319.0,12.4,0.6,0.023,-0.5,1.2,-1.5,-1.4,-0.1,0.2,0.46,20.3,2015,2014-15
Lou Williams,28.0,TOR,SG,80.0,2016.0,19.9,6.6,0.157,5.4,1.1,2.6,3.5,-0.9,2.3,0.564,27.0,2015,2014-15
DeMarcus Cousins,24.0,SAC,C,59.0,2013.0,25.2,6.0,0.144,2.8,3.2,4.3,2.8,1.5,3.2,0.545,34.1,2015,2014-15
Al Jefferson,30.0,CHO,C,65.0,1992.0,19.7,4.7,0.113,1.3,3.4,1.6,0.9,0.7,1.8,0.5,26.3,2015,2014-15
Greivis Vásquez,28.0,TOR,PG,82.0,1991.0,12.6,2.8,0.066,1.9,0.9,-1.0,0.4,-1.4,0.5,0.514,19.8,2015,2014-15
Jason Thompson,28.0,SAC,PF,81.0,1991.0,10.2,2.4,0.057,0.9,1.5,-2.8,-2.6,-0.2,-0.4,0.5,12.7,2015,2014-15
Boris Diaw,32.0,SAS,PF,81.0,1984.0,12.7,3.6,0.088,1.3,2.3,-0.4,-0.6,0.2,0.8,0.526,18.3,2015,2014-15
Ömer Aşık,28.0,NOP,C,76.0,1982.0,15.5,5.0,0.12,2.8,2.2,-1.2,-0.4,-0.9,0.4,0.545,14.0,2015,2014-15
Mo Williams,32.0,2TM,PG,68.0,1980.0,15.4,2.1,0.052,1.6,0.6,-0.8,1.5,-2.3,0.6,0.512,25.2,2015,2014-15
Mo Williams,32.0,MIN,PG,41.0,1149.0,14.4,0.7,0.031,0.9,-0.2,-2.2,0.8,-3.0,-0.1,0.511,22.7,2015,2014-15
Mo Williams,32.0,CHO,PG,27.0,831.0,16.9,1.4,0.08,0.7,0.7,1.1,2.5,-1.3,0.6,0.512,28.8,2015,2014-15
Amir Johnson,27.0,TOR,PF,75.0,1979.0,15.4,5.1,0.124,3.5,1.6,-0.1,0.0,-0.1,0.9,0.603,15.7,2015,2014-15
Dwyane Wade,33.0,MIA,SG,62.0,1971.0,21.4,3.5,0.086,2.1,1.4,2.1,3.5,-1.4,2.1,0.534,34.7,2015,2014-15
D.J. Augustin,27.0,2TM,PG,82.0,1964.0,13.9,3.4,0.083,2.5,0.9,-1.2,0.4,-1.6,0.4,0.527,19.8,2015,2014-15
D.J. Augustin,27.0,DET,PG,54.0,1287.0,15.8,2.5,0.094,2.0,0.6,-0.5,1.2,-1.7,0.5,0.536,22.2,2015,2014-15
D.J. Augustin,27.0,OKC,PG,28.0,677.0,10.2,0.9,0.063,0.5,0.4,-2.3,-1.0,-1.3,-0.1,0.503,15.1,2015,2014-15
Robert Covington,24.0,PHI,SF,70.0,1956.0,14.7,4.0,0.097,1.6,2.3,0.7,0.3,0.4,1.3,0.554,21.8,2015,2014-15
Tony Parker,32.0,SAS,PG,68.0,1953.0,15.9,4.1,0.1,2.4,1.7,-1.3,0.1,-1.4,0.3,0.539,24.5,2015,2014-15
Brandon Bass,29.0,BOS,PF,82.0,1929.0,16.3,5.3,0.132,3.4,1.9,0.0,0.5,-0.5,1.0,0.557,19.5,2015,2014-15
Roy Hibbert,28.0,IND,C,76.0,1926.0,15.4,4.2,0.105,1.0,3.2,-1.2,-1.8,0.6,0.4,0.501,21.3,2015,2014-15
Luc Mbah a Moute,28.0,PHI,PF,67.0,1916.0,10.6,1.1,0.027,-0.9,2.0,-2.8,-2.7,-0.1,-0.4,0.466,18.3,2015,2014-15
Paul Pierce,37.0,WAS,SF,73.0,1914.0,15.2,5.5,0.138,3.2,2.3,1.5,1.2,0.3,1.7,0.58,19.9,2015,2014-15
Jeremy Lin,26.0,LAL,PG,74.0,1907.0,15.6,2.7,0.068,1.8,0.8,-0.4,0.1,-0.5,0.8,0.539,21.9,2015,2014-15
Zach LaVine,19.0,MIN,PG,77.0,1902.0,11.3,-0.7,-0.018,-0.7,0.0,-4.6,-2.2,-2.5,-1.3,0.515,22.0,2015,2014-15
David West,34.0,IND,PF,66.0,1895.0,16.0,4.3,0.108,1.4,2.8,1.6,0.3,1.3,1.7,0.508,21.0,2015,2014-15
Aaron Brooks,30.0,CHI,PG,82.0,1885.0,14.4,3.3,0.083,1.7,1.5,-0.8,0.3,-1.1,0.5,0.534,25.0,2015,2014-15
Rodney Stuckey,28.0,IND,PG,71.0,1874.0,15.4,4.0,0.103,1.9,2.2,0.3,0.1,0.2,1.1,0.528,23.4,2015,2014-15
Jordan Hill,27.0,LAL,C,70.0,1874.0,16.2,2.2,0.055,1.1,1.1,-2.2,-0.6,-1.6,-0.1,0.494,22.7,2015,2014-15
Channing Frye,31.0,ORL,PF,75.0,1870.0,9.5,2.1,0.053,0.7,1.4,-1.5,-1.5,-0.1,0.2,0.546,14.1,2015,2014-15
Shane Larkin,22.0,NYK,PG,76.0,1865.0,10.9,1.7,0.045,0.8,0.9,-2.8,-3.0,0.2,-0.4,0.504,13.6,2015,2014-15
Bojan Bogdanović,25.0,BRK,SF,78.0,1854.0,11.6,2.4,0.062,1.7,0.7,-1.7,-0.3,-1.4,0.1,0.562,17.2,2015,2014-15
C.J. Miles,27.0,IND,SG,70.0,1841.0,14.1,3.6,0.093,1.3,2.3,0.9,0.8,0.0,1.3,0.525,23.9,2015,2014-15
Ed Davis,25.0,LAL,PF,79.0,1840.0,20.0,6.3,0.164,4.6,1.6,1.5,1.4,0.1,1.6,0.594,14.8,2015,2014-15
Mike Dunleavy,34.0,CHI,SF,63.0,1838.0,11.6,4.1,0.108,2.4,1.7,0.0,-0.3,0.2,0.9,0.573,14.2,2015,2014-15
Norris Cole,26.0,2TM,PG,75.0,1831.0,10.9,1.4,0.036,0.4,1.0,-2.8,-2.1,-0.7,-0.4,0.483,17.5,2015,2014-15
Norris Cole,26.0,MIA,PG,47.0,1148.0,9.9,0.6,0.027,-0.1,0.8,-3.0,-2.6,-0.4,-0.3,0.452,15.7,2015,2014-15
Norris Cole,26.0,NOP,PG,28.0,683.0,12.6,0.7,0.052,0.5,0.3,-2.4,-1.1,-1.2,0.0,0.52,20.6,2015,2014-15
Danté Exum,19.0,UTA,PG,82.0,1817.0,5.7,-0.1,-0.003,-1.1,1.0,-4.3,-3.6,-0.7,-1.1,0.457,13.8,2015,2014-15
Marcus Smart,20.0,BOS,PG,67.0,1808.0,11.0,2.9,0.077,0.7,2.2,-0.5,-1.9,1.5,0.7,0.491,15.1,2015,2014-15
Anthony Morrow,29.0,OKC,SG,74.0,1806.0,14.8,5.7,0.151,4.4,1.2,1.8,1.9,-0.1,1.7,0.604,16.5,2015,2014-15
Quincy Pondexter,26.0,2TM,SG,75.0,1793.0,9.9,2.9,0.078,2.1,0.8,-2.1,-1.1,-1.0,0.0,0.55,13.8,2015,2014-15
Quincy Pondexter,26.0,MEM,SG,30.0,540.0,7.1,0.6,0.051,0.2,0.4,-3.9,-2.9,-1.0,-0.3,0.452,13.4,2015,2014-15
Quincy Pondexter,26.0,NOP,SF,45.0,1253.0,11.1,2.3,0.089,1.9,0.4,-1.3,-0.3,-0.9,0.2,0.592,13.9,2015,2014-15
