player_name,team,salary_usd,season_end_year,season_label
Maxi Kleber,Dallas Mavericks,8000000.0,2020,2019-20
Lou Williams,LA Clippers,8000000.0,2020,2019-20
RJ Barrett,New York Knicks,7839960.0,2020,2019-20
Jayson Tatum,Boston Celtics,7830000.0,2020,2019-20
Jae Crowder,Miami Heat,7815533.0,2020,2019-20
Luka Doncic,Dallas Mavericks,7683360.0,2020,2019-20
Joe Harris,Brooklyn Nets,7666667.0,2020,2019-20
Darrell Arthur,Phoenix Suns,7464912.0,2020,2019-20
Seth Curry,Dallas Mavericks,7461380.0,2020,2019-20
Langston Galloway,Detroit Pistons,7333333.0,2020,2019-20
Doug McDermott,Indiana Pacers,7333333.0,2020,2019-20
Derrick Rose,Detroit Pistons,7317073.0,2020,2019-20
Brandon Ingram,New Orleans Pelicans,7265485.0,2020,2019-20
D.J. Augustin,Orlando Magic,7250000.0,2020,2019-20
Lance Thomas,Brooklyn Nets,7119650.0,2020,2019-20
De'Andre Hunter,Atlanta Hawks,7068360.0,2020,2019-20
Josh Jackson,Memphis Grizzlies,7059480.0,2020,2019-20
Davis Bertans,Washington Wizards,7000000.0,2020,2019-20
Darius Miller,Oklahoma City Thunder,7000000.0,2020,2019-20
Ersan Ilyasova,Milwaukee Bucks,7000000.0,2020,2019-20
Jaren Jackson Jr.,Memphis Grizzlies,6927480.0,2020,2019-20
Nemanja Bjelica,Sacramento Kings,6825000.0,2020,2019-20
Jaylen Brown,Boston Celtics,6534829.0,2020,2019-20
Jabari Parker,Sacramento Kings,6500000.0,2020,2019-20
Ivica Zubac,LA Clippers,6481482.0,2020,2019-20
Darius Garland,Cleveland Cavaliers,6400920.0,2020,2019-20
De'Aaron Fox,Sacramento Kings,6392760.0,2020,2019-20
Milos Teodosic,LA Clippers,6300000.0,2020,2019-20
Trae Young,Atlanta Hawks,6273000.0,2020,2019-20
Wesley Johnson,Washington Wizards,6134520.0,2020,2019-20
Ish Smith,Washington Wizards,6000000.0,2020,2019-20
Montrezl Harrell,LA Clippers,6000000.0,2020,2019-20
Marco Belinelli,San Antonio Spurs,5846154.0,2020,2019-20
Jarrett Culver,Minnesota Timberwolves,5813640.0,2020,2019-20
Jonathan Isaac,Orlando Magic,5806440.0,2020,2019-20
Rodney Hood,Portland Trail Blazers,5718000.0,2020,2019-20
Jonathon Simmons,Washington Wizards,5700000.0,2020,2019-20
Mo Bamba,Orlando Magic,5697600.0,2020,2019-20
Trey Lyles,San Antonio Spurs,5500000.0,2020,2019-20
Alex Abrines,Oklahoma City Thunder,5455236.0,2020,2019-20
Aron Baynes,Phoenix Suns,5453280.0,2020,2019-20
Jason Smith,New Orleans Pelicans,5450000.0,2020,2019-20
Kris Dunn,Chicago Bulls,5348007.0,2020,2019-20
Coby White,Chicago Bulls,5307120.0,2020,2019-20
Lauri Markkanen,Chicago Bulls,5300400.0,2020,2019-20
Alexis Ajinca,LA Clippers,5285394.0,2020,2019-20
Wendell Carter Jr.,Chicago Bulls,5201400.0,2020,2019-20
Daniel Theis,Boston Celtics,5000000.0,2020,2019-20
Dirk Nowitzki,Dallas Mavericks,5000000.0,2020,2019-20
Kyle Singler,Oklahoma City Thunder,4996000.0,2020,2019-20
Jaxson Hayes,New Orleans Pelicans,4862040.0,2020,2019-20
Buddy Hield,Sacramento Kings,4861208.0,2020,2019-20
Frank Ntilikina,New York Knicks,4855800.0,2020,2019-20
Rodney McGruder,LA Clippers,4807693.0,2020,2019-20
Garrett Temple,Brooklyn Nets,4767000.0,2020,2019-20
Richaun Holmes,Sacramento Kings,4767000.0,2020,2019-20
Robin Lopez,Milwaukee Bucks,4767000.0,2020,2019-20
Mike Scott,Philadelphia 76ers,4767000.0,2020,2019-20
Avery Bradley,Los Angeles Lakers,4767000.0,2020,2019-20
Frank Kaminsky,Phoenix Suns,4767000.0,2020,2019-20
JaMychal Green,LA Clippers,4767000.0,2020,2019-20
Justin Holiday,Indiana Pacers,4767000.0,2020,2019-20
Ed Davis,Utah Jazz,4767000.0,2020,2019-20
Enes Freedom,Boston Celtics,4767000.0,2020,2019-20
Collin Sexton,Cleveland Cavaliers,4764960.0,2020,2019-20
Rui Hachimura,Washington Wizards,4469160.0,2020,2019-20
Kevon Looney,Golden State Warriors,4464226.0,2020,2019-20
Dennis Smith Jr.,New York Knicks,4463640.0,2020,2019-20
Jamal Murray,Denver Nuggets,4444746.0,2020,2019-20
Kevin Knox II,New York Knicks,4380120.0,2020,2019-20
Luc Mbah a Moute,Houston Rockets,4320500.0,2020,2019-20
Cam Reddish,Atlanta Hawks,4245720.0,2020,2019-20
Zach Collins,Portland Trail Blazers,4240200.0,2020,2019-20
Mikal Bridges,Phoenix Suns,4161000.0,2020,2019-20
Alex Len,Sacramento Kings,4160000.0,2020,2019-20
Nicolo Melli,New Orleans Pelicans,4102564.0,2020,2019-20
Cameron Johnson,Phoenix Suns,4033440.0,2020,2019-20
Malik Monk,Charlotte Hornets,4028400.0,2020,2019-20
Patrick McCaw,Toronto Raptors,4000000.0,2020,2019-20
JaVale McGee,Los Angeles Lakers,4000000.0,2020,2019-20
Dorian Finney-Smith,Dallas Mavericks,4000000.0,2020,2019-20
Reggie Bullock Jr.,New York Knicks,4000000.0,2020,2019-20
Shai Gilgeous-Alexander,Oklahoma City Thunder,3952920.0,2020,2019-20
P.J. Washington,Charlotte Hornets,3831840.0,2020,2019-20
Luke Kennard,Detroit Pistons,3827160.0,2020,2019-20
Miles Bridges,Charlotte Hornets,3755400.0,2020,2019-20
Jakob Poeltl,San Antonio Spurs,3754886.0,2020,2019-20
Tyler Herro,Miami Heat,3640200.0,2020,2019-20
Donovan Mitchell,Utah Jazz,3635760.0,2020,2019-20
Stanley Johnson,Toronto Raptors,3623000.0,2020,2019-20
Jake Layman,Minnesota Timberwolves,3581986.0,2020,2019-20
Thon Maker,Detroit Pistons,3569643.0,2020,2019-20
Jerome Robinson,Washington Wizards,3567720.0,2020,2019-20
Allonzo Trier,New York Knicks,3551000.0,2020,2019-20
Danuel House Jr.,Houston Rockets,3540000.0,2020,2019-20
Domantas Sabonis,Indiana Pacers,3529555.0,2020,2019-20
Michael Beasley,Brooklyn Nets,3500000.0,2020,2019-20
T.J. McConnell,Indiana Pacers,3500000.0,2020,2019-20
Boban Marjanovic,Dallas Mavericks,3500000.0,2020,2019-20
DeMarcus Cousins,Denver Nuggets,3500000.0,2020,2019-20
Taurean Prince,Brooklyn Nets,3481986.0,2020,2019-20
Dario Saric,Phoenix Suns,3481986.0,2020,2019-20
Romeo Langford,Boston Celtics,3458400.0,2020,2019-20
Bam Adebayo,Miami Heat,3454080.0,2020,2019-20
Michael Porter Jr.,Denver Nuggets,3389400.0,2020,2019-20
Denzel Valentine,Chicago Bulls,3377569.0,2020,2019-20
Juancho Hernangomez,Minnesota Timberwolves,3321030.0,2020,2019-20
Sekou Doumbouya,Detroit Pistons,3285120.0,2020,2019-20
Justin Jackson,Dallas Mavericks,3280920.0,2020,2019-20
Troy Brown Jr.,Washington Wizards,3219480.0,2020,2019-20
Yogi Ferrell,Sacramento Kings,3150000.0,2020,2019-20
Zhaire Smith,Philadelphia 76ers,3058800.0,2020,2019-20
Khem Birch,Orlando Magic,3000000.0,2020,2019-20
Quinn Cook,Los Angeles Lakers,3000000.0,2020,2019-20
Ryan Arcidiacono,Chicago Bulls,3000000.0,2020,2019-20
Nickeil Alexander-Walker,New Orleans Pelicans,2964840.0,2020,2019-20
D.J. Wilson,Milwaukee Bucks,2961120.0,2020,2019-20
Cedi Osman,Cleveland Cavaliers,2907143.0,2020,2019-20
Donte DiVincenzo,Milwaukee Bucks,2905800.0,2020,2019-20
Bryn Forbes,San Antonio Spurs,2875000.0,2020,2019-20
Goga Bitadze,Indiana Pacers,2816760.0,2020,2019-20
T.J. Leaf,Indiana Pacers,2813280.0,2020,2019-20
Alex Caruso,Los Angeles Lakers,2750000.0,2020,2019-20
Malik Beasley,Minnesota Timberwolves,2731714.0,2020,2019-20
Luka Samanic,San Antonio Spurs,2689920.0,2020,2019-20
Lonnie Walker IV,San Antonio Spurs,2689920.0,2020,2019-20
John Collins,Atlanta Hawks,2686560.0,2020,2019-20
Kevin Huerter,Atlanta Hawks,2636280.0,2020,2019-20
Caris LeVert,Brooklyn Nets,2625718.0,2020,2019-20
Marko Guduric,Memphis Grizzlies,2625000.0,2020,2019-20
DeAndre' Bembry,Atlanta Hawks,2603982.0,2020,2019-20
Matisse Thybulle,Philadelphia 76ers,2582160.0,2020,2019-20
Harry Giles III,Sacramento Kings,2578800.0,2020,2019-20
Rajon Rondo,Los Angeles Lakers,2564753.0,2020,2019-20
Wesley Matthews,Milwaukee Bucks,2564753.0,2020,2019-20
Nene Hilario,Atlanta Hawks,2564753.0,2020,2019-20
Josh Okogie,Minnesota Timberwolves,2530680.0,2020,2019-20
Manu Ginobili,San Antonio Spurs,2500000.0,2020,2019-20
Rondae Hollis Jefferson,Toronto Raptors,2500000.0,2020,2019-20
Brandon Clarke,Memphis Grizzlies,2478840.0,2020,2019-20
Terrance Ferguson,Oklahoma City Thunder,2475840.0,2020,2019-20
Emeka Okafor,Philadelphia 76ers,2445085.0,2020,2019-20
Kendrick Perkins,Cleveland Cavaliers,2445085.0,2020,2019-20
Grayson Allen,Memphis Grizzlies,2429400.0,2020,2019-20
Grant Williams,Boston Celtics,2379840.0,2020,2019-20
Jarrett Allen,Brooklyn Nets,2376840.0,2020,2019-20
Pascal Siakam,Toronto Raptors,2351839.0,2020,2019-20
Skal Labissiere,Portland Trail Blazers,2338847.0,2020,2019-20
Chandler Hutchison,Chicago Bulls,2332320.0,2020,2019-20
Aaron Holiday,Indiana Pacers,2329200.0,2020,2019-20
Dejounte Murray,San Antonio Spurs,2321735.0,2020,2019-20
Damian Jones,Atlanta Hawks,2305057.0,2020,2019-20
Darius Bazley,Oklahoma City Thunder,2284800.0,2020,2019-20
OG Anunoby,Toronto Raptors,2281800.0,2020,2019-20
Ante Zizic,Cleveland Cavaliers,2281800.0,2020,2019-20
Luke Kornet,Chicago Bulls,2250000.0,2020,2019-20
Brandon Jennings,Milwaukee Bucks,2222803.0,2020,2019-20
Ty Jerome,Phoenix Suns,2193480.0,2020,2019-20
Willie Cauley-Stein,Dallas Mavericks,2177483.0,2020,2019-20
Anfernee Simons,Portland Trail Blazers,2149560.0,2020,2019-20
Austin Rivers,Houston Rockets,2147317.0,2020,2019-20
Nassir Little,Portland Trail Blazers,2105520.0,2020,2019-20
Moritz Wagner,Washington Wizards,2063520.0,2020,2019-20
Sean Kilpatrick,Chicago Bulls,2054856.0,2020,2019-20
Dylan Windler,Atlanta Hawks,2035800.0,2020,2019-20
Caleb Swanigan,Portland Trail Blazers,2033160.0,2020,2019-20
Mike Muscala,Oklahoma City Thunder,2028594.0,2020,2019-20
Ben McLemore,Houston Rockets,2028594.0,2020,2019-20
Edmond Sumner,Indiana Pacers,2000000.0,2020,2019-20
Torrey Craig,Denver Nuggets,2000000.0,2020,2019-20
Noah Vonleh,Denver Nuggets,2000000.0,2020,2019-20
Landry Shamet,LA Clippers,1995120.0,2020,2019-20
Mfiondu Kabengele,LA Clippers,1977000.0,2020,2019-20
Kyle Kuzma,Los Angeles Lakers,1974600.0,2020,2019-20
Jordan Poole,Golden State Warriors,1964760.0,2020,2019-20
Tony Bradley,Utah Jazz,1962360.0,2020,2019-20
Keldon Johnson,San Antonio Spurs,1950600.0,2020,2019-20
Derrick White,San Antonio Spurs,1948080.0,2020,2019-20
Robert Williams III,Boston Celtics,1937520.0,2020,2019-20
Jacob Evans,Minnesota Timberwolves,1925880.0,2020,2019-20
Omari Rasulala Spellman,Golden State Warriors,1897800.0,2020,2019-20
James Ennis III,Orlando Magic,1882867.0,2020,2019-20
Shabazz Napier,Washington Wizards,1845301.0,2020,2019-20
DeAndre Liggins,Miami Heat,1795015.0,2020,2019-20
Markieff Morris,Los Angeles Lakers,1750000.0,2020,2019-20
Cameron Payne,Phoenix Suns,1737145.0,2020,2019-20
Pat Connaughton,Milwaukee Bucks,1723050.0,2020,2019-20
Jahlil Okafor,New Orleans Pelicans,1702486.0,2020,2019-20
Rodions Kurucs,Brooklyn Nets,1699236.0,2020,2019-20
Jonah Bolden,Phoenix Suns,1698450.0,2020,2019-20
Cheick Diallo,Phoenix Suns,1678854.0,2020,2019-20
Dragan Bender,Golden State Warriors,1678854.0,2020,2019-20
Willy Hernangomez,Charlotte Hornets,1676735.0,2020,2019-20
Julyan Stone,Chicago Bulls,1656092.0,2020,2019-20
MarShon Brooks,Chicago Bulls,1656092.0,2020,2019-20
Josh Hart,New Orleans Pelicans,1655160.0,2020,2019-20
Treveon Graham,Atlanta Hawks,1645357.0,2020,2019-20
Christian Wood,Detroit Pistons,1645357.0,2020,2019-20
Jordan McRae,Detroit Pistons,1645357.0,2020,2019-20
Derrick Jones Jr.,Miami Heat,1645357.0,2020,2019-20
Georges Niang,Utah Jazz,1645357.0,2020,2019-20
Shaquille Harrison,Chicago Bulls,1620564.0,2020,2019-20
Isaiah Taylor,Toronto Raptors,1620564.0,2020,2019-20
Trey Burke,Dallas Mavericks,1620564.0,2020,2019-20
Tyler Lydon,Sacramento Kings,1620564.0,2020,2019-20
Emmanuel Mudiay,Utah Jazz,1620564.0,2020,2019-20
Nerlens Noel,Oklahoma City Thunder,1620564.0,2020,2019-20
Patrick Patterson,LA Clippers,1620564.0,2020,2019-20
Isaiah Thomas,Washington Wizards,1620564.0,2020,2019-20
Kyle O'Quinn,Philadelphia 76ers,1620564.0,2020,2019-20
Michael Carter-Williams,Orlando Magic,1620564.0,2020,2019-20
Alec Burks,Philadelphia 76ers,1620564.0,2020,2019-20
Wilson Chandler,Brooklyn Nets,1620564.0,2020,2019-20
Glenn Robinson III,Philadelphia 76ers,1620564.0,2020,2019-20
Kyle Korver,Milwaukee Bucks,1620564.0,2020,2019-20
Udonis Haslem,Miami Heat,1620564.0,2020,2019-20
Jared Dudley,Los Angeles Lakers,1620564.0,2020,2019-20
Dwight Howard,Los Angeles Lakers,1620564.0,2020,2019-20
Furkan Korkmaz,Philadelphia 76ers,1620564.0,2020,2019-20
JaKarr Sampson,Indiana Pacers,1620564.0,2020,2019-20
Justin Patton,Oklahoma City Thunder,1620564.0,2020,2019-20
Ryan Anderson,Houston Rockets,1620564.0,2020,2019-20
Thabo Sefolosha,Houston Rockets,1620564.0,2020,2019-20
Gerald Green,Houston Rockets,1620564.0,2020,2019-20
Tyson Chandler,Houston Rockets,1620564.0,2020,2019-20
J.J. Barea,Dallas Mavericks,1620564.0,2020,2019-20
Jarell Martin,Cleveland Cavaliers,1620564.0,2020,2019-20
Raul Neto,Philadelphia 76ers,1620564.0,2020,2019-20
Tim Frazier,Detroit Pistons,1620564.0,2020,2019-20
Jordan Bell,Memphis Grizzlies,1620564.0,2020,2019-20
Joe Johnson,Boston Celtics,1620564.0,2020,2019-20
Vince Carter,Atlanta Hawks,1620564.0,2020,2019-20
Frank Jackson,New Orleans Pelicans,1618520.0,2020,2019-20
Abdel Nader,Oklahoma City Thunder,1618520.0,2020,2019-20
Royce O'Neale,Utah Jazz,1618520.0,2020,2019-20
Damyean Dotson,New York Knicks,1618520.0,2020,2019-20
Sterling Brown,Milwaukee Bucks,1618520.0,2020,2019-20
Semi Ojeleye,Boston Celtics,1618520.0,2020,2019-20
Dillon Brooks,Memphis Grizzlies,1618520.0,2020,2019-20
Wes Iwundu,Orlando Magic,1618420.0,2020,2019-20
Dwight Buycks,Detroit Pistons,1600520.0,2020,2019-20
Mitchell Robinson,New York Knicks,1599712.0,2020,2019-20
Chris Boucher,Toronto Raptors,1588231.0,2020,2019-20
Malcolm Miller,Toronto Raptors,1588231.0,2020,2019-20
Monte Morris,Denver Nuggets,1588231.0,2020,2019-20
Antonio Blakeney,Chicago Bulls,1588231.0,2020,2019-20
Tyrone Wallace,Atlanta Hawks,1588231.0,2020,2019-20
Malachi Richardson,Philadelphia 76ers,1569360.0,2020,2019-20
Georgios Papagiannis,Portland Trail Blazers,1544951.0,2020,2019-20
Chinanu Onuaku,Portland Trail Blazers,1544951.0,2020,2019-20
Wade Baldwin IV,Indiana Pacers,1544951.0,2020,2019-20
Isaiah Whitehead,Detroit Pistons,1544951.0,2020,2019-20
Paul Zipser,Chicago Bulls,1544951.0,2020,2019-20
Amile Jefferson,Orlando Magic,1529007.0,2020,2019-20
Omri Casspi,Memphis Grizzlies,1512601.0,2020,2019-20
Isaiah Canaan,Milwaukee Bucks,1512601.0,2020,2019-20
Dwyane Wade,Miami Heat,1512601.0,2020,2019-20
Nigel Williams-Goss,Utah Jazz,1500000.0,2020,2019-20
Isaiah Roby,Oklahoma City Thunder,1500000.0,2020,2019-20
Alfonzo McKinnie,Cleveland Cavaliers,1500000.0,2020,2019-20
Shake Milton,Philadelphia 76ers,1455697.0,2020,2019-20
Wenyen Gabriel,Portland Trail Blazers,1445697.0,2020,2019-20
Brad Wanamaker,Boston Celtics,1445697.0,2020,2019-20
Thanasis Antetokounmpo,Milwaukee Bucks,1445697.0,2020,2019-20
Derrick Walton Jr.,Detroit Pistons,1445697.0,2020,2019-20
Theo Pinson,Brooklyn Nets,1445697.0,2020,2019-20
Iman Shumpert,Brooklyn Nets,1419138.0,2020,2019-20
Gary Trent Jr.,Portland Trail Blazers,1416852.0,2020,2019-20
Bruce Brown,Detroit Pistons,1416852.0,2020,2019-20
Hamidou Diallo,Oklahoma City Thunder,1416852.0,2020,2019-20
Kendrick Nunn,Miami Heat,1416852.0,2020,2019-20
Melvin Frazier Jr.,Orlando Magic,1416852.0,2020,2019-20
Kenrich Williams,New Orleans Pelicans,1416852.0,2020,2019-20
Alize Johnson,Indiana Pacers,1416852.0,2020,2019-20
Devonte' Graham,Charlotte Hornets,1416852.0,2020,2019-20
Deonte Burton,Oklahoma City Thunder,1416852.0,2020,2019-20
De'Anthony Melton,Memphis Grizzlies,1416852.0,2020,2019-20
Ryan Broekhoff,Dallas Mavericks,1416852.0,2020,2019-20
Isaiah Hartenstein,Houston Rockets,1416852.0,2020,2019-20
Jalen Brunson,Dallas Mavericks,1416852.0,2020,2019-20
Elie Okobo,Phoenix Suns,1416852.0,2020,2019-20
Keita Bates-Diop,Denver Nuggets,1416852.0,2020,2019-20
Duncan Robinson,Miami Heat,1416852.0,2020,2019-20
Jarred Vanderbilt,Minnesota Timberwolves,1416852.0,2020,2019-20
Jemerrio Jones,Los Angeles Lakers,1416852.0,2020,2019-20
Khyri Thomas,Detroit Pistons,1416852.0,2020,2019-20
Chimezie Metu,San Antonio Spurs,1416852.0,2020,2019-20
Jevon Carter,Phoenix Suns,1416852.0,2020,2019-20
Dairis Bertans,New Orleans Pelicans,1416852.0,2020,2019-20
Yante Maten,Boston Celtics,1416852.0,2020,2019-20
Svi Mykhailiuk,Detroit Pistons,1416852.0,2020,2019-20
Isaac Bonga,Washington Wizards,1416842.0,2020,2019-20
Tarik Phillip,Washington Wizards,1416842.0,2020,2019-20
Jaylen Nowell,Minnesota Timberwolves,1400000.0,2020,2019-20
Bruno Fernando,Atlanta Hawks,1400000.0,2020,2019-20
Dakari Johnson,Memphis Grizzlies,1378242.0,2020,2019-20
Kyle Collinsworth,Utah Jazz,1378242.0,2020,2019-20
Jaylen Morris,San Antonio Spurs,1378242.0,2020,2019-20
Brandon Paul,San Antonio Spurs,1378242.0,2020,2019-20
Rodney Purvis,Miami Heat,1378242.0,2020,2019-20
David Stockton,Los Angeles Lakers,1378242.0,2020,2019-20
Zhou Qi,Houston Rockets,1378242.0,2020,2019-20
Aaron Jackson,Houston Rockets,1378242.0,2020,2019-20
Ike Anigbogu,New Orleans Pelicans,1378242.0,2020,2019-20
Carmelo Anthony,Portland Trail Blazers,1364204.0,2020,2019-20
Jabari Bird,Atlanta Hawks,1349464.0,2020,2019-20
Ben Moore,San Antonio Spurs,1349383.0,2020,2019-20
James Nunnally,New Orleans Pelicans,1349383.0,2020,2019-20
Kevin Porter Jr.,Cleveland Cavaliers,1290960.0,2020,2019-20
Carsen Edwards,Boston Celtics,1228026.0,2020,2019-20
Cody Martin,Charlotte Hornets,1173310.0,2020,2019-20
Gary Payton II,Washington Wizards,1052909.0,2020,2019-20
Nick Young,Denver Nuggets,1042584.0,2020,2019-20
Admiral Schofield,Washington Wizards,1000000.0,2020,2019-20
Terance Mann,LA Clippers,1000000.0,2020,2019-20
Ron Baker,Washington Wizards,948580.0,2020,2019-20
David Nwaba,Brooklyn Nets,903111.0,2020,2019-20
Jalen McDaniels,Charlotte Hornets,898310.0,2020,2019-20
Dewan Hernandez,Toronto Raptors,898310.0,2020,2019-20
Talen Horton-Tucker,Los Angeles Lakers,898310.0,2020,2019-20
Stanton Kidd,Utah Jazz,898310.0,2020,2019-20
KZ Okpala,Miami Heat,898310.0,2020,2019-20
Terence Davis,Toronto Raptors,898310.0,2020,2019-20
Ignas Brazdeikis,New York Knicks,898310.0,2020,2019-20
Miye Oni,Utah Jazz,898310.0,2020,2019-20
Nic Claxton,Brooklyn Nets,898310.0,2020,2019-20
Naz Reid,Minnesota Timberwolves,898310.0,2020,2019-20
Eric Paschall,Golden State Warriors,898310.0,2020,2019-20
Jalen Lecque,Phoenix Suns,898310.0,2020,2019-20
Caleb Martin,Charlotte Hornets,898310.0,2020,2019-20
Alen Smailagic,Golden State Warriors,898310.0,2020,2019-20
Justin Robinson,Washington Wizards,898310.0,2020,2019-20
Vlatko Cancar,Denver Nuggets,898310.0,2020,2019-20
Daniel Gafford,Chicago Bulls,898310.0,2020,2019-20
Max Strus,Chicago Bulls,898310.0,2020,2019-20
Matt Thomas,Toronto Raptors,898310.0,2020,2019-20
Javonte Green,Boston Celtics,898310.0,2020,2019-20
Justin James,Sacramento Kings,898310.0,2020,2019-20
Damion Lee,Golden State Warriors,842327.0,2020,2019-20
Isaiah Briscoe,Orlando Magic,838464.0,2020,2019-20
Juwan Morgan,Utah Jazz,746054.0,2020,2019-20
Marquese Chriss,Golden State Warriors,654469.0,2020,2019-20
Timothe Luwawu-Cabarrot,Brooklyn Nets,654469.0,2020,2019-20
Marvin Williams,Milwaukee Bucks,604278.0,2020,2019-20
Michael Kidd-Gilchrist,Dallas Mavericks,595122.0,2020,2019-20
Rayjon Tucker,Utah Jazz,578573.0,2020,2019-20
Chris Clemons,Houston Rockets,563347.0,2020,2019-20
Gary Clark,Orlando Magic,555409.0,2020,2019-20
Brandon Goodwin,Atlanta Hawks,522738.0,2020,2019-20
DeMarre Carroll,Houston Rockets,512721.0,2020,2019-20
Reggie Jackson,LA Clippers,512721.0,2020,2019-20
Anzejs Pasecniks,Washington Wizards,482144.0,2020,2019-20
Chris Silva,Miami Heat,466918.0,2020,2019-20
Jeff Green,Houston Rockets,439475.0,2020,2019-20
Troy Daniels,Denver Nuggets,384541.0,2020,2019-20
Dion Waiters,Los Angeles Lakers,375385.0,2020,2019-20
Juan Toscano-Anderson,Golden State Warriors,350189.0,2020,2019-20
Norvel Pelle,Philadelphia 76ers,350189.0,2020,2019-20
Ky Bowman,Golden State Warriors,350189.0,2020,2019-20
JR Smith,Los Angeles Lakers,289803.0,2020,2019-20
Tyler Zeller,San Antonio Spurs,245686.0,2020,2019-20
Jimmer Fredette,Phoenix Suns,208509.0,2020,2019-20
Jontay Porter,Toronto Raptors,197933.0,2020,2019-20
Tyler Johnson,Brooklyn Nets,183115.0,2020,2019-20
Anthony Tolliver,Memphis Grizzlies,183115.0,2020,2019-20
Luguentz Dort,Oklahoma City Thunder,155647.0,2020,2019-20
Stephen Curry,Golden State Warriors,43006362.0,2021,2020-21
Russell Westbrook,Washington Wizards,41358814.0,2021,2020-21
Chris Paul,Phoenix Suns,41358814.0,2021,2020-21
James Harden,Brooklyn Nets,41254920.0,2021,2020-21
John Wall,Houston Rockets,41254920.0,2021,2020-21
Kevin Durant,Brooklyn Nets,40108950.0,2021,2020-21
LeBron James,Los Angeles Lakers,39219565.0,2021,2020-21
Paul George,LA Clippers,35450412.0,2021,2020-21
Klay Thompson,Dallas Mavericks,35361360.0,2021,2020-21
Mike Conley,Utah Jazz,34502130.0,2021,2020-21
Jimmy Butler III,Miami Heat,34379100.0,2021,2020-21
Kawhi Leonard,LA Clippers,34379100.0,2021,2020-21
Kemba Walker,Boston Celtics,34379100.0,2021,2020-21
Tobias Harris,Philadelphia 76ers,34358850.0,2021,2020-21
Khris Middleton,Milwaukee Bucks,33051724.0,2021,2020-21
Anthony Davis,Los Angeles Lakers,32742000.0,2021,2020-21
Kyrie Irving,Brooklyn Nets,31742000.0,2021,2020-21
Damian Lillard,Portland Trail Blazers,31626953.0,2021,2020-21
Kevin Love,Cleveland Cavaliers,31258256.0,2021,2020-21
Ben Simmons,Philadelphia 76ers,30559200.0,2021,2020-21
Pascal Siakam,Toronto Raptors,30559200.0,2021,2020-21
Kyle Lowry,Toronto Raptors,30500000.0,2021,2020-21
Steven Adams,New Orleans Pelicans,29592696.0,2021,2020-21
Joel Embiid,Philadelphia 76ers,29542010.0,2021,2020-21
Andrew Wiggins,Golden State Warriors,29542010.0,2021,2020-21
Nikola Jokic,Denver Nuggets,29542010.0,2021,2020-21
Devin Booker,Phoenix Suns,29467800.0,2021,2020-21
Karl-Anthony Towns,Minnesota Timberwolves,29467800.0,2021,2020-21
Kristaps Porzingis,Dallas Mavericks,29467800.0,2021,2020-21
CJ McCollum,Portland Trail Blazers,29354152.0,2021,2020-21
Bradley Beal,Washington Wizards,28751775.0,2021,2020-21
D'Angelo Russell,Minnesota Timberwolves,28649250.0,2021,2020-21
Gordon Hayward,Charlotte Hornets,28500000.0,2021,2020-21
Otto Porter Jr.,Orlando Magic,28489237.0,2021,2020-21
DeMar DeRozan,San Antonio Spurs,27739975.0,2021,2020-21
Giannis Antetokounmpo,Milwaukee Bucks,27528090.0,2021,2020-21
Rudy Gobert,Utah Jazz,27525281.0,2021,2020-21
Al Horford,Oklahoma City Thunder,27500000.0,2021,2020-21
Jamal Murray,Denver Nuggets,27285000.0,2021,2020-21
Brandon Ingram,New Orleans Pelicans,27285000.0,2021,2020-21
Jrue Holiday,Milwaukee Bucks,26231111.0,2021,2020-21
Nikola Vucevic,Chicago Bulls,26000000.0,2021,2020-21
Chandler Parsons,Atlanta Hawks,25102511.0,2021,2020-21
Buddy Hield,Sacramento Kings,24701834.0,2021,2020-21
LaMarcus Aldridge,Brooklyn Nets,24000000.0,2021,2020-21
Jaylen Brown,Boston Celtics,23735118.0,2021,2020-21
Draymond Green,Golden State Warriors,22246956.0,2021,2020-21
Harrison Barnes,Sacramento Kings,22215909.0,2021,2020-21
Fred VanVleet,Toronto Raptors,21250000.0,2021,2020-21
Victor Oladipo,Miami Heat,21000000.0,2021,2020-21
Malcolm Brogdon,Indiana Pacers,20700000.0,2021,2020-21
Domantas Sabonis,Indiana Pacers,19800000.0,2021,2020-21
Gary Harris,Orlando Magic,19610714.0,2021,2020-21
Danilo Gallinari,Atlanta Hawks,19500000.0,2021,2020-21
Zach LaVine,Chicago Bulls,19500000.0,2021,2020-21
Jerami Grant,Detroit Pistons,19050000.0,2021,2020-21
Tim Hardaway Jr.,Dallas Mavericks,18975000.0,2021,2020-21
Julius Randle,New York Knicks,18900000.0,2021,2020-21
Terry Rozier,Charlotte Hornets,18900000.0,2021,2020-21
Allen Crabbe,Minnesota Timberwolves,18500000.0,2021,2020-21
Aaron Gordon,Denver Nuggets,18136364.0,2021,2020-21
Goran Dragic,Miami Heat,18000000.0,2021,2020-21
Myles Turner,Indiana Pacers,18000000.0,2021,2020-21
Bogdan Bogdanovic,Atlanta Hawks,18000000.0,2021,2020-21
Bojan Bogdanovic,Utah Jazz,17850000.0,2021,2020-21
Evan Fournier,Boston Celtics,17150000.0,2021,2020-21
Ricky Rubio,Minnesota Timberwolves,17000000.0,2021,2020-21
